"USAF","WBAN","STNID","STN_NAME","CTRY","STATE","CALL","LAT","LON","ELEV_M","ELEV_M_SRTM_90m","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_CNT","DEWP","DEWP_CNT","SLP","SLP_CNT","STP","STP_CNT","VISIB","VISIB_CNT","WDSP","WDSP_CNT","MXSPD","GUST","MAX","MAX_FLAG","MIN","MIN_FLAG","PRCP","PRCP_FLAG","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-11,"2012","12","11",346,-2.7,24,-5.6,24,1022,24,1015.4,24,NA,0,5.1,24,7.2,NA,-0.2,NA,-7.6,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-12,"2012","12","12",347,-7.2,24,-7.8,24,1019.5,24,1012.8,24,NA,0,1.2,24,2.1,NA,-3,NA,-10.7,NA,0,"I",NA,0,0,0,0,0,0,0.3,0.4,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-13,"2012","12","13",348,-3,23,-4.5,23,1014.8,23,1008.3,23,NA,0,2.5,23,4.1,NA,-1.4,NA,-9.1,NA,0.5,"E",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-14,"2012","12","14",349,-0.8,24,-2.3,24,1007.1,24,1000.7,24,NA,0,6.5,24,10.3,NA,0.4,"*",-2.3,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-15,"2012","12","15",350,2.7,24,2.3,24,997.2,24,990.9,24,NA,0,5.1,24,9.3,NA,4.2,NA,-1.1,NA,5.8,"F",NA,0,0,0,0,0,0,0.7,0.7,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-16,"2012","12","16",351,3.3,24,3.1,24,1002.5,24,996.3,24,NA,0,2.8,24,4.1,NA,4.3,NA,2.6,NA,0.5,"F",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-17,"2012","12","17",352,3.6,24,3.6,24,1005.9,24,999.6,24,NA,0,2.1,24,3.1,NA,4.4,NA,2.7,NA,5.1,"F",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-18,"2012","12","18",353,2.4,24,2.4,24,1015.3,24,1008.9,24,NA,0,3.7,24,4.6,NA,3.3,NA,1.3,"*",0,"I",NA,0,0,0,0,0,0,0.7,0.7,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-19,"2012","12","19",354,1.1,24,0.8,24,1026.4,24,1019.9,24,NA,0,2.2,24,3.1,NA,1.8,NA,0.4,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-20,"2012","12","20",355,0.9,24,-0.3,24,1024.8,24,1018.3,24,NA,0,4.1,24,7.7,NA,2.6,NA,0.1,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-21,"2012","12","21",356,0.7,24,-1.3,24,1019.8,24,1013.4,24,NA,0,5.8,24,7.7,NA,1.4,NA,0.1,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-22,"2012","12","22",357,-0.4,24,-3.1,24,1019.3,24,1012.8,24,NA,0,6.6,24,8.7,NA,1,NA,-1.4,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-23,"2012","12","23",358,0.1,24,-0.6,24,1005,24,998.6,24,NA,0,7.2,24,10.3,NA,4.4,"*",-1.4,NA,4.6,"F",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-24,"2012","12","24",359,4.1,24,3.8,24,999.5,24,993.2,24,NA,0,5.2,24,8.7,NA,7,"*",0.3,NA,2.8,"F",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-25,"2012","12","25",360,4.9,24,4.2,24,993.6,24,987.4,24,NA,0,5.5,24,13.4,NA,8.2,NA,3.8,NA,4.8,"F",NA,0,0,0,0,0,0,0.8,0.9,88.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-26,"2012","12","26",361,5.5,24,4.5,24,996.9,24,990.7,24,NA,0,6.8,24,8.7,NA,6.1,NA,4.8,NA,4.6,"F",NA,0,0,0,0,0,0,0.8,0.9,88.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-27,"2012","12","27",362,2.6,24,0.6,24,998.5,24,992.2,24,NA,0,4.3,24,7.2,NA,5.8,NA,-1.3,"*",13,"F",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-28,"2012","12","28",363,-0.6,24,-3.2,24,1020.4,24,1013.9,24,NA,0,4.2,24,8.7,NA,1.6,"*",-2.8,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-29,"2012","12","29",364,6.2,24,5.4,24,1009.3,24,1003,24,NA,0,6.7,24,9.3,NA,7.9,NA,0.3,NA,4.1,"F",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-30,"2012","12","30",365,5.2,24,3.6,24,1003.4,24,997.1,24,NA,0,6.7,24,10.8,NA,7.3,NA,2.3,NA,2,"F",NA,0,0,0,0,0,0,0.8,0.9,88.9
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2012-12-31,"2012","12","31",366,7.3,23,6,23,1000.8,23,994.6,23,NA,0,9.2,23,11.8,NA,8.3,NA,2.4,NA,6.1,"F",NA,0,0,0,0,0,0,0.9,1,90
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-01,"2013","01","01",1,5.6,24,4.7,24,998,24,991.8,24,NA,0,4.6,24,7.2,NA,8,NA,2.9,"*",7.1,"E",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-02,"2013","01","02",2,4.6,24,3.2,24,1011.9,24,1005.6,24,NA,0,4.8,24,6.7,NA,6.1,NA,2.8,NA,2,"E",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-03,"2013","01","03",3,7.3,23,5.8,23,1017.3,23,1011,23,NA,0,7.6,23,9.8,NA,9.3,NA,4.5,NA,3.3,"F",NA,0,0,0,0,0,0,0.9,1,90
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-04,"2013","01","04",4,7.6,24,6.4,24,1022.6,24,1016.2,24,NA,0,6.8,24,10.3,NA,9.1,NA,5.6,NA,0.8,"E",NA,0,0,0,0,0,0,1,1,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-05,"2013","01","05",5,5.8,24,5.3,24,1027.2,24,1020.8,24,NA,0,2.4,24,5.7,NA,8.7,NA,4.5,NA,0,"F",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-06,"2013","01","06",6,5.3,24,4.8,24,1023.4,24,1017,24,NA,0,3.7,24,5.7,NA,7.6,NA,3.5,"*",0,"I",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-07,"2013","01","07",7,4.1,24,3.9,24,1025.4,24,1019,24,NA,0,1.9,24,3.6,NA,5.2,"*",3.4,NA,0,"E",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-08,"2013","01","08",8,6.1,24,6.1,24,1020.1,24,1013.8,24,NA,0,2.3,24,4.1,NA,6.7,NA,4.4,NA,4.1,"E",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-09,"2013","01","09",9,5.4,24,5.1,24,1013.4,24,1007.1,24,NA,0,3.7,24,6.2,NA,6.5,NA,4.1,"*",5.1,"E",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-10,"2013","01","10",10,0.7,24,-1.8,24,1009.7,24,1003.3,24,NA,0,5.6,24,7.2,NA,4.6,NA,-1,NA,0.5,"F",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-11,"2013","01","11",11,-1.4,24,-2.7,24,1015.6,24,1009.1,24,NA,0,3.7,24,6.2,NA,0.2,NA,-2.6,NA,5.1,"F",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-12,"2013","01","12",12,-2.1,24,-3.8,24,1020.9,24,1014.3,24,NA,0,1.6,24,3.1,NA,-0.4,NA,-3.4,NA,1,"F",NA,0,0,0,0,0,0,0.5,0.5,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-13,"2013","01","13",13,-3.6,24,-5.3,24,1023.5,24,1016.9,24,NA,0,2.2,24,4.1,NA,-1.1,NA,-7.7,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-14,"2013","01","14",14,-3.8,24,-5.2,24,1016.4,24,1009.9,24,NA,0,2.4,24,4.6,NA,-1.3,NA,-5.1,NA,2.5,"F",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-15,"2013","01","15",15,-5.4,24,-6.4,24,1010.2,24,1003.7,24,NA,0,1.9,24,2.6,NA,-3.3,NA,-11.6,NA,2,"F",NA,0,0,0,0,0,0,0.4,0.4,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-16,"2013","01","16",16,-7.2,24,-8.3,24,1014.5,24,1007.9,24,NA,0,1.1,24,2.1,NA,-4.1,NA,-13.5,NA,0,"I",NA,0,0,0,0,0,0,0.3,0.4,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-17,"2013","01","17",17,-4.9,24,-7.4,24,1020.9,24,1014.3,24,NA,0,2.1,24,3.1,NA,-2.8,NA,-7.7,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.4,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-18,"2013","01","18",18,-4.7,24,-5.8,24,1017.9,24,1011.3,24,NA,0,3.1,24,6.7,NA,-2.3,NA,-10.4,NA,0,"E",NA,0,0,0,0,0,0,0.4,0.4,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-19,"2013","01","19",19,-3.8,24,-6,24,1009.6,24,1003.1,24,NA,0,5.2,24,7.2,NA,-2.3,NA,-5.3,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-20,"2013","01","20",20,-5.7,24,-7.6,24,1007.4,24,1000.8,24,NA,0,3.5,24,7.7,NA,-3.6,"*",-8.1,NA,0,"I",NA,0,0,0,0,0,0,0.3,0.4,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-21,"2013","01","21",21,-3.3,24,-5.4,24,1009.5,24,1003.1,24,NA,0,7.2,24,8.7,NA,-2.4,NA,-8,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-22,"2013","01","22",22,-2.4,24,-5.1,24,1012.4,24,1005.9,24,NA,0,5.4,24,6.7,NA,-1.4,NA,-3.4,NA,0,"E",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-23,"2013","01","23",23,-3.5,24,-6.4,24,1014.2,24,1007.7,24,NA,0,2.9,24,4.6,NA,-2,NA,-4.2,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-24,"2013","01","24",24,-4.8,24,-6.4,24,1017.9,24,1011.4,24,NA,0,1.7,24,2.6,NA,-1.4,NA,-9.9,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.4,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-25,"2013","01","25",25,-6.7,24,-8.1,24,1021.1,24,1014.4,24,NA,0,1.2,24,4.6,NA,-2.2,NA,-12.6,NA,0,"E",NA,0,0,0,0,0,0,0.3,0.4,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-26,"2013","01","26",26,-4.3,24,-5.8,24,1009.1,24,1002.6,24,NA,0,6,24,7.7,NA,-0.8,"*",-5.9,NA,0.3,"E",NA,0,0,0,0,0,0,0.4,0.4,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-27,"2013","01","27",27,1.1,24,0.8,24,998.6,24,992.2,24,NA,0,6.4,24,9.3,NA,2.6,"*",-4.4,NA,4.1,"F",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-28,"2013","01","28",28,2.1,24,1.2,24,1003.9,24,997.6,24,NA,0,5.4,24,8.2,NA,2.8,NA,1.4,NA,0,"E",NA,0,0,0,0,0,0,0.7,0.7,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-29,"2013","01","29",29,3.9,21,3.2,21,998.2,21,992,21,NA,0,5.6,21,8.7,NA,5.6,NA,0.6,NA,6.9,"F",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-30,"2013","01","30",30,5.8,23,4.7,23,993.6,23,987.4,23,NA,0,7.5,23,10.8,NA,7.6,NA,3.1,NA,15,"F",NA,0,0,0,0,0,0,0.9,0.9,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-01-31,"2013","01","31",31,4.6,23,3.3,23,994.7,23,988.5,23,NA,0,8.5,23,13.4,NA,5.9,NA,3.4,"*",3,"F",NA,0,0,0,0,0,0,0.8,0.8,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-01,"2013","02","01",32,3.2,24,2.7,24,995.4,24,989.2,24,NA,0,3,24,5.7,NA,4.9,NA,2,"*",3,"F",NA,0,0,0,0,0,0,0.7,0.8,87.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-02,"2013","02","02",33,0.1,24,-2,24,1000.4,24,994,24,NA,0,3.2,24,5.1,NA,2.8,NA,-1.5,"*",1,"E",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-03,"2013","02","03",34,0.1,23,-0.4,23,1004.7,23,998.4,23,NA,0,3.7,23,5.7,NA,2.1,NA,-2,NA,1,"E",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-04,"2013","02","04",35,2.9,24,1.6,24,995.4,24,989.2,24,NA,0,6.3,24,9.3,NA,6.1,NA,0.4,NA,7.1,"F",NA,0,0,0,0,0,0,0.7,0.8,87.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-05,"2013","02","05",36,1.4,24,0.3,24,989.9,24,983.7,24,NA,0,5.1,24,8.2,NA,3.8,NA,0.3,"*",2.5,"F",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-06,"2013","02","06",37,0.8,23,-0.1,23,994.8,23,988.5,23,NA,0,3.4,23,5.7,NA,2.6,NA,0,"*",2,"F",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-07,"2013","02","07",38,-0.7,23,-1.6,23,1006,23,999.6,23,NA,0,3.5,23,4.6,NA,1,NA,-1.3,NA,1,"F",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-08,"2013","02","08",39,-0.4,23,-2.1,23,1013,23,1006.6,23,NA,0,4,23,5.1,NA,0.3,NA,-1.2,NA,0,"F",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-09,"2013","02","09",40,-2.1,23,-4.2,23,1017.6,23,1011.1,23,NA,0,3.7,23,6.2,NA,0,NA,-3.3,"*",0,"E",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-10,"2013","02","10",41,-2.8,24,-5.5,24,1015.7,24,1009.2,24,NA,0,2.1,24,3.6,NA,-1.2,NA,-4.8,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-11,"2013","02","11",42,-2.3,22,-5.1,22,1016,22,1009.5,22,NA,0,3.8,22,5.7,NA,-0.4,NA,-5.1,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-12,"2013","02","12",43,-2.3,16,-3.6,16,1018.7,16,1012.2,16,NA,0,4.2,16,5.7,NA,-1.4,NA,-2.8,NA,0.3,"E",NA,0,0,0,0,0,0,0.5,0.5,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-13,"2013","02","13",44,-1.7,17,-4.9,17,1026.2,17,1019.7,17,NA,0,0.9,17,1.5,NA,-0.5,NA,-3.9,NA,0.3,"E",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-14,"2013","02","14",45,-1.1,24,-4.2,24,1023,24,1016.5,24,NA,0,3.5,24,5.7,NA,0.1,NA,-2.8,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.6,66.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-15,"2013","02","15",46,0.2,24,-1.8,24,1019.5,24,1013,24,NA,0,3.2,24,4.6,NA,1.1,NA,-0.6,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-16,"2013","02","16",47,0.4,24,-0.4,24,1024.9,24,1018.4,24,NA,0,2,24,3.6,NA,1,NA,0,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-17,"2013","02","17",48,0.4,23,-0.4,23,1026.3,23,1019.8,23,NA,0,0.8,23,2.1,NA,1.3,NA,-0.1,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-18,"2013","02","18",49,0.9,23,0.4,23,1019.6,23,1013.1,23,NA,0,3.7,23,5.7,NA,2.6,NA,-0.5,NA,0.5,"E",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-19,"2013","02","19",50,0.2,24,-2.2,24,1018.3,24,1011.8,24,NA,0,5.4,24,7.2,NA,2.7,NA,-1.1,"*",4.1,"E",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-20,"2013","02","20",51,-1,24,-4.6,24,1028.2,24,1021.7,24,NA,0,5,24,6.7,NA,-0.1,NA,-1.7,"*",0,"E",NA,0,0,0,0,0,0,0.4,0.6,66.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-21,"2013","02","21",52,-2,24,-6.6,24,1028.2,24,1021.6,24,NA,0,3.3,24,4.6,NA,-0.2,NA,-3.1,NA,0,"E",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-22,"2013","02","22",53,-2,24,-5.1,24,1024.7,24,1018.1,24,NA,0,2.8,24,4.1,NA,-0.5,NA,-4.1,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-23,"2013","02","23",54,-1.6,22,-5.1,22,1023.5,22,1017,22,NA,0,5,22,7.2,NA,-1.2,NA,-2,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.5,80
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-24,"2013","02","24",55,-0.6,23,-1.8,23,1022.5,23,1016,23,NA,0,6,23,7.2,NA,0.4,NA,-1.9,NA,0,"F",NA,0,0,0,0,0,0,0.5,0.6,83.3
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-25,"2013","02","25",56,0.5,23,-0.6,23,1029.2,23,1022.7,23,NA,0,4.6,23,6.2,NA,1.6,NA,-0.2,NA,1,"E",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-26,"2013","02","26",57,0.3,23,-1.3,23,1035.5,23,1028.9,23,NA,0,2.1,23,4.1,NA,2,NA,-2.4,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.6,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-27,"2013","02","27",58,-1.8,24,-1.9,24,1033.5,24,1026.9,24,NA,0,2.5,24,3.6,NA,-0.5,NA,-3.7,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.5,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-02-28,"2013","02","28",59,1.8,24,1.5,24,1024.5,24,1018,24,NA,0,4.2,24,6.7,NA,5.5,NA,-1.4,NA,0,"E",NA,0,0,0,0,0,0,0.7,0.7,100
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-01,"2013","03","01",60,2.7,24,-2.1,24,1022.5,24,1016.1,24,NA,0,2.5,24,4.1,NA,6.9,NA,0,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.7,71.4
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-02,"2013","03","02",61,2,24,-0.3,24,1018.7,24,1012.3,24,NA,0,5.8,24,9.3,NA,4,NA,-1,NA,0,"E",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-03,"2013","03","03",62,2.9,24,-1.8,24,1018.7,24,1012.3,24,NA,0,3.3,24,6.7,NA,7.1,NA,0.1,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.8,62.5
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-04,"2013","03","04",63,1.4,24,-0.8,24,1021.1,24,1014.7,24,NA,0,2.3,24,3.6,NA,5.7,NA,-1.7,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.7,85.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-05,"2013","03","05",64,4.1,24,-0.3,24,1011.7,24,1005.3,24,NA,0,3.1,24,4.6,NA,9.3,NA,-0.3,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.8,75
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-06,"2013","03","06",65,5.2,24,0.7,24,1008.1,24,1001.8,24,NA,0,2.1,24,3.6,NA,11.9,NA,-0.7,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.9,66.7
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-07,"2013","03","07",66,2.9,24,-5,24,1012,24,1005.7,24,NA,0,8.4,24,11.3,NA,5.3,NA,0.3,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.8,50
"061260","99999","061260-99999","AARSLEV","DA",NA,NA,55.317,10.433,51,44,20120411,20190115,2013-03-08,"2013","03","08",67,0.8,24,-4.4,24,1013,24,1006.6,24,NA,0,8.4,24,10.3,NA,2.3,NA,-0.3,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.6,66.7
