"Timestamp","Year","Day","boxNumber","species","stage","nEggs","nLiveChicks","nDeadChicks","eggStatus","chickStatus","adultStatus","finalStatus","Comments","observerID"
"2013-05-25",2013,145,73,"GT","NL",0,7,0,NA,"EY, IP",NA,NA,NA,"JL, PP, MP"
"2013-06-26",2013,177,73,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-06-04",2013,155,74,"GT","NL",0,7,0,NA,"FS",NA,NA,NA,"LUFFE"
"2013-04-30",2013,120,74,"GT","N3",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,74,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-13",2013,103,74,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-26",2013,177,74,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-06-17",2013,168,74,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"LUFFE"
"2013-04-18",2013,108,74,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-28",2013,148,74,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-05-24",2013,144,74,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-05-15",2013,135,74,"GT","NL",7,0,0,"CO, CV",NA,NA,NA,NA,"LUFFE"
"2013-07-12",2013,193,74,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-04-25",2013,115,74,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-04",2013,155,75,"GT","NL",0,NA,NA,NA,NA,"AN",NA,NA,"LUFFE"
"2013-07-12",2013,193,75,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-06-17",2013,168,75,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"LUFFE"
"2013-04-18",2013,108,75,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-13",2013,103,75,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-30",2013,120,75,"GT","N4",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-24",2013,144,75,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-05-28",2013,148,75,"GT","NL",0,8,0,NA,"NK, BL",NA,NA,NA,"LUFFE"
"2013-04-25",2013,115,75,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,75,"GT","NL",3,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-05-15",2013,135,75,"GT","NL",8,0,0,"CO, UN",NA,NA,NA,NA,"LUFFE"
"2013-06-26",2013,177,75,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-05-15",2013,135,76,"GT","NL",9,0,0,"UN, WA",NA,NA,NA,NA,"LUFFE"
"2013-06-26",2013,177,76,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-06-04",2013,155,76,"GT","NL",0,6,0,NA,"FM",NA,NA,NA,"LUFFE"
"2013-04-13",2013,103,76,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,76,"GT","NL",3,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-04-25",2013,115,76,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-18",2013,108,76,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-17",2013,168,76,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"LUFFE"
"2013-05-30",2013,150,76,"GT","NL",0,9,0,NA,"NK, BL",NA,NA,NA,"ORJ"
"2013-05-24",2013,144,76,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-07-12",2013,193,76,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-04-30",2013,120,76,"GT","N3",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-28",2013,148,76,"GT","NL",NA,NA,NA,NA,NA,"AN",NA,NA,"LUFFE"
"2013-06-26",2013,177,77,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-05-07",2013,127,77,"GT","NL",1,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-05-15",2013,135,77,"GT","NL",9,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-06-17",2013,168,77,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"LUFFE"
"2013-04-18",2013,108,77,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-28",2013,148,77,"GT","NL",10,0,0,"UN, WA",NA,NA,NA,NA,"LUFFE"
"2013-05-24",2013,144,77,"GT","NL",10,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-04-30",2013,120,77,"GT","N4",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-04",2013,155,77,"GT","NL",0,0,1,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-25",2013,115,77,"GT","N4",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-30",2013,150,77,"GT","NL",3,1,0,NA,NA,"FN",NA,NA,"ORJ"
"2013-04-13",2013,103,77,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-07-12",2013,193,77,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-05-30",2013,150,78,"GT","NL",NA,NA,NA,NA,NA,"AN, FN",NA,NA,"ORJ"
"2013-06-04",2013,155,78,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-05-28",2013,148,78,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-04-13",2013,103,78,NA,"N0",0,NA,NA,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-26",2013,177,78,"GT","NL",0,3,0,NA,"RF","PV",NA,NA,"JL"
"2013-06-18",2013,169,78,"GT","NL",0,4,0,NA,"IP, YR","AV",NA,"Rings used - 9Z15316-19","JL"
"2013-04-30",2013,120,78,"GT","N4",0,NA,NA,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-17",2013,168,78,"GT","NL",0,4,0,NA,"FS",NA,NA,NA,"LUFFE"
"2013-05-15",2013,135,78,"GT","NL",8,0,0,"UN, WA",NA,NA,NA,NA,"LUFFE"
"2013-07-12",2013,193,78,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-05-24",2013,144,78,"GT","NL",8,0,0,"CO, UN",NA,NA,NA,NA,"LUFFE"
"2013-04-18",2013,108,78,"GT","N1",0,NA,NA,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,78,"GT","NL",3,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-04-25",2013,115,78,"GT","N4",0,NA,NA,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-18",2013,108,79,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-30",2013,120,79,"GT","NL",2,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-05-24",2013,144,79,"GT","NL",0,7,0,"HA","NK, BL",NA,NA,NA,"LUFFE"
"2013-06-17",2013,168,79,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"LUFFE"
"2013-05-15",2013,135,79,"GT","NL",8,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-05-28",2013,148,79,"GT","NL",0,7,0,NA,"FS",NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,79,"GT","NL",8,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-04-13",2013,103,79,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-27",2013,147,79,"GT","NL",0,7,0,NA,"EY, IP","FN, FN",NA,"Rings used 9Z15034-40","JL, ORT, PP, RSP"
"2013-07-12",2013,193,79,"GT","NE",0,0,0,"CO, UN",NA,NA,NA,NA,"JL"
"2013-04-25",2013,115,79,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-26",2013,177,79,"GT","NE",0,0,0,"CO, UN",NA,NA,"NE",NA,"JL"
"2013-04-25",2013,115,80,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-04",2013,155,80,"GT","NL",3,7,0,"HA","NK, BL",NA,NA,NA,"LUFFE"
"2013-05-15",2013,135,80,"GT","NL",6,0,0,"UN, WA",NA,"PV",NA,NA,"LUFFE"
"2013-04-30",2013,120,80,"GT","N4",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-13",2013,103,80,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-24",2013,144,80,"GT","NL",11,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-04-18",2013,108,80,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-26",2013,177,80,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-07-12",2013,193,80,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-05-28",2013,148,80,"GT","NL",11,0,0,"UN, WA",NA,NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,80,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-06-17",2013,168,80,"GT","NL",0,9,0,NA,"RF","AV",NA,NA,"LUFFE"
"2013-06-10",2013,161,80,"GT","NL",0,10,0,NA,"FS, YR","PV",NA,"Rings - 9Z15268-77","JL, THOMAS, TRACEY"
"2013-07-12",2013,193,81,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-04-25",2013,115,81,"GT","N1",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-18",2013,108,81,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,81,"GT","NL",7,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-04-13",2013,103,81,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-15",2013,135,81,"GT","NL",10,0,0,"CO, UN",NA,NA,NA,NA,"LUFFE"
"2013-05-24",2013,144,81,"GT","NL",0,10,0,NA,"NK, BL",NA,NA,NA,"LUFFE"
"2013-05-28",2013,148,81,"GT","NL",0,8,0,NA,"NK, BL",NA,NA,NA,"LUFFE"
"2013-06-03",2013,154,81,"GT","NL",0,7,0,NA,"FM, YR","AV",NA,NA,"JL"
"2013-06-17",2013,168,81,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"LUFFE"
"2013-06-26",2013,177,81,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-06-04",2013,155,81,"GT","NL",0,6,0,NA,"FM",NA,NA,NA,"LUFFE"
"2013-04-30",2013,120,81,"GT","NL",1,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-05-30",2013,150,81,"GT","NL",0,8,0,NA,"IP",NA,NA,NA,"ORJ"
"2013-05-27",2013,147,81,"GT","NL",0,8,0,NA,"NK, BL","FN",NA,NA,"JL, ORT, PP, RSP"
"2013-05-24",2013,144,82,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-06-26",2013,177,82,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-06-04",2013,155,82,"GT","NL",0,6,0,NA,"FL",NA,NA,NA,"LUFFE"
"2013-07-12",2013,193,82,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"JL"
"2013-05-15",2013,135,82,"GT","NL",NA,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-04-13",2013,103,82,NA,"N0",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-30",2013,120,82,"GT","NL",0,0,0,NA,NA,"AN",NA,NA,"LUFFE"
"2013-04-25",2013,115,82,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-04-18",2013,108,82,"GT","N1",0,0,0,NA,NA,NA,NA,NA,"LUFFE"
"2013-05-28",2013,148,82,"GT","NL",0,9,0,NA,"NK, BL",NA,NA,NA,"LUFFE"
"2013-05-07",2013,127,82,"GT","NL",4,0,0,"CV",NA,NA,NA,NA,"LUFFE"
"2013-06-17",2013,168,82,"GT","NE",0,0,0,NA,NA,"AV",NA,NA,"LUFFE"
"2013-06-20",2013,171,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-07",2013,127,83,"GT","NL",10,0,0,"WA",NA,"FN",NA,NA,"PP, MP"
"2013-05-22",2013,142,83,"GT","NL",0,5,0,NA,"NK, BL","AN",NA,"Adult female ringed - 2k - AX57302","JL, ORT, TBB, HANS"
"2013-06-27",2013,178,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-07-12",2013,193,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-05",2013,156,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-07-31",2013,212,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-04-09",2013,99,83,"GT","N1",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-10",2013,130,83,"GT","NL",10,0,0,"WA",NA,NA,NA,NA,"PP, MP"
"2013-06-13",2013,164,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-03",2013,123,83,"GT","NL",9,0,0,"UN, WA",NA,NA,NA,NA,"PP, MP"
"2013-06-09",2013,160,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-01",2013,152,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-25",2013,145,83,"GT","NL",0,0,5,NA,"NK, BL","PV",NA,"Dead chicks removed from box, nest left intact.","JL, PP, MP"
"2013-04-23",2013,113,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-22",2013,142,83,"GT","NL",0,5,0,NA,"EY, IP","FN",NA,NA,"PP, MP"
"2013-05-30",2013,150,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"ORJ"
"2013-05-27",2013,147,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-04-30",2013,120,83,"GT","NL",5,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-16",2013,106,83,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-05",2013,186,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-05-16",2013,136,83,"GT","NL",10,0,0,"UN, WA",NA,NA,NA,NA,"PP, MP"
"2013-07-18",2013,199,83,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-04-25",2013,115,83,"GT","NL",1,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-05",2013,186,84,"BT","NE",0,0,0,NA,NA,NA,"NE, YC",NA,"PP"
"2013-06-05",2013,156,84,"BT","NL",0,12,0,NA,"EY, IP",NA,NA,"ready for ringing","PP"
"2013-06-20",2013,171,84,"BT","NE",0,0,0,NA,NA,NA,"NE, YC",NA,"PP, MP"
"2013-06-07",2013,158,84,"BT","NL",0,11,0,NA,"FS, YR","PV",NA,"Rings - 9R41149-59","JL, OJ, COEN"
"2013-05-07",2013,127,84,"BT","NL",3,0,0,"CO, CV",NA,NA,NA,NA,"PP, MP"
"2013-07-12",2013,193,84,"BT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP, MP"
"2013-04-30",2013,120,84,"BT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-16",2013,136,84,"BT","NL",12,0,0,"UN, WA",NA,NA,NA,NA,"PP, MP"
"2013-06-27",2013,178,84,"BT","NE",0,0,0,NA,NA,NA,"NE, YC",NA,"PP"
"2013-06-13",2013,164,84,"BT","NL",0,11,0,NA,"FL, RF","PV",NA,NA,"PP, MP"
"2013-05-22",2013,142,84,"BT","NL",12,0,0,"WA",NA,"FN",NA,NA,"PP, MP"
"2013-07-18",2013,199,84,"BT","NE",0,0,0,NA,NA,NA,"NE, YC",NA,"PP"
"2013-04-09",2013,99,84,"BT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-25",2013,115,84,"BT","N3",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-16",2013,106,84,"BT","N1",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-23",2013,113,84,"BT","N3",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-27",2013,147,84,"BT","NL",12,0,0,"WA",NA,"FN, FV",NA,NA,"PP"
"2013-07-31",2013,212,84,"BT","NE",0,0,0,NA,NA,NA,"NE, YC",NA,"PP"
"2013-05-03",2013,123,84,"BT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-09",2013,160,84,"BT","NL",0,11,0,NA,"FL","MV, FN",NA,"aggressive female","PP"
"2013-05-30",2013,150,84,"BT","NL",12,0,0,NA,NA,"FN",NA,"Laying?","ORJ"
"2013-05-10",2013,130,84,"BT","NL",6,0,0,"CO, CV",NA,NA,NA,NA,"PP, MP"
"2013-06-01",2013,152,84,"BT","NL",0,12,0,NA,"NK, BL",NA,NA,NA,"PP, MP"
"2013-05-22",2013,142,85,"GT","NL",4,0,0,"WA",NA,"FN",NA,NA,"PP, MP"
"2013-07-05",2013,186,85,"GT","NE",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-05",2013,156,85,"GT","NL",0,4,0,NA,"AY","FN",NA,NA,"PP"
"2013-05-10",2013,130,85,"GT","N4",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-07",2013,127,85,"GT","N4",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-16",2013,136,85,"GT","NL",4,0,0,"CO, CV",NA,NA,NA,NA,"PP, MP"
"2013-07-18",2013,199,85,"GT","NE",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-27",2013,178,85,"GT","NE",0,0,0,NA,NA,NA,"NE, YC",NA,"PP"
"2013-04-23",2013,113,85,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-03",2013,123,85,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-16",2013,106,85,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-01",2013,152,85,"GT","NL",NA,0,0,NA,NA,"FN",NA,NA,"PP, MP"
"2013-06-20",2013,171,85,"GT","NL",0,4,0,NA,"FL, RF",NA,NA,NA,"PP, MP"
"2013-04-25",2013,115,85,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-09",2013,99,85,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-12",2013,193,85,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP, MP"
"2013-06-13",2013,164,85,"GT","NL",0,4,0,NA,"EY, IP",NA,NA,"ready for ringing","PP, MP"
"2013-06-09",2013,160,85,"GT","NL",0,4,NA,NA,"NK, BL",NA,NA,NA,"PP"
"2013-06-14",2013,165,85,"GT","NL",0,4,0,NA,"FS",NA,NA,"Rings - 9z15292-95","JL"
"2013-07-31",2013,212,85,"GT","NE",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-05-30",2013,150,85,"GT","NL",NA,0,0,NA,NA,"FN",NA,"Laying?","ORJ"
"2013-05-27",2013,147,85,"GT","NL",4,0,0,"UN, WA",NA,NA,NA,NA,"PP"
"2013-04-30",2013,120,85,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-25",2013,115,86,"GT","N2",0,NA,NA,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-09",2013,99,86,"GT","RO",0,NA,NA,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-05",2013,186,86,"GT","NE",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-09",2013,160,86,"GT","NL",NA,0,0,NA,NA,"FN",NA,NA,"PP"
"2013-07-18",2013,199,86,"GT","NE",0,NA,NA,NA,NA,NA,NA,NA,"PP"
"2013-07-31",2013,212,86,"GT","NE",0,NA,NA,NA,NA,NA,NA,NA,"PP"
"2013-06-23",2013,174,86,"GT","NL",0,4,0,NA,"FL","PV",NA,"Ringed used - 9Z15326-9","JL"
"2013-06-27",2013,178,86,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP"
"2013-07-12",2013,193,86,"GT","NE",0,NA,NA,NA,NA,NA,"NE",NA,"PP, MP"
"2013-05-10",2013,130,86,"GT","NL",2,0,0,"CO, CV",NA,NA,NA,NA,"PP, MP"
"2013-05-27",2013,147,86,"GT","NL",4,0,0,"WA",NA,"FN, FV",NA,NA,"PP"
"2013-05-30",2013,150,86,"GT","NL",NA,0,0,NA,NA,"FN",NA,"Laying?","ORJ"
"2013-06-05",2013,156,86,"GT","NL",NA,0,0,NA,NA,"FN",NA,NA,"PP"
"2013-05-16",2013,136,86,"GT","NL",4,0,0,"CO, UN",NA,NA,NA,NA,"PP, MP"
"2013-04-23",2013,113,86,"GT","N2",0,NA,NA,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-30",2013,120,86,"GT","N2",0,NA,NA,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-01",2013,152,86,"GT","NL",NA,0,0,NA,NA,"FN",NA,NA,"PP, MP"
"2013-04-16",2013,106,86,"GT","RO",0,NA,NA,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-13",2013,164,86,"GT","NL",0,4,0,NA,"NK, BL",NA,NA,NA,"PP, MP"
"2013-05-07",2013,127,86,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-20",2013,171,86,"GT","NL",0,4,0,NA,"FM","PV",NA,"ready for ringing","PP, MP"
"2013-05-03",2013,123,86,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-22",2013,142,86,"GT","NL",4,0,0,"WA",NA,"FN",NA,NA,"PP, MP"
"2013-05-03",2013,123,87,"GT","NL",3,0,0,"CO, CV",NA,NA,NA,NA,"PP, MP"
"2013-06-05",2013,156,87,"GT","NL",0,4,0,NA,"FM",NA,NA,NA,"PP"
"2013-04-09",2013,99,87,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-16",2013,136,87,"GT","NL",NA,0,0,"WA",NA,"FN",NA,NA,"PP, MP"
"2013-06-02",2013,153,87,"GT","NL",0,4,0,NA,"FS, YR",NA,NA,"Rings - 9Z15136-139","JL, THOMAS, KELAN"
"2013-05-07",2013,127,87,"GT","NL",6,0,0,"CO, UN",NA,NA,NA,NA,"PP, MP"
"2013-05-10",2013,130,87,"GT","NL",7,0,0,"UN, WA",NA,NA,NA,NA,"PP, MP"
"2013-06-09",2013,160,87,"GT","NL",0,4,0,NA,"FL, RF","AV",NA,NA,"PP"
"2013-06-27",2013,178,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP"
"2013-04-23",2013,113,87,"GT","N2",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-18",2013,199,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP"
"2013-04-16",2013,106,87,"GT","N1",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-30",2013,120,87,"GT","NL",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-20",2013,171,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP, MP"
"2013-06-01",2013,152,87,"GT","NL",0,4,0,NA,"EY, IP",NA,NA,"ready for ringing","PP, MP"
"2013-06-13",2013,164,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP, MP"
"2013-07-31",2013,212,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP"
"2013-05-22",2013,142,87,"GT","NL",NA,0,0,"WA",NA,"FN",NA,NA,"PP, MP"
"2013-05-30",2013,150,87,"GT","NL",2,4,0,"WA","IP","AV",NA,NA,"ORJ"
"2013-04-25",2013,115,87,"GT","N3",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-05",2013,186,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP"
"2013-05-27",2013,147,87,"GT","NL",NA,0,0,"WA",NA,"FN",NA,NA,"PP"
"2013-07-12",2013,193,87,"GT","NE",0,0,0,NA,NA,NA,"NE",NA,"PP, MP"
"2013-05-30",2013,150,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"ORJ"
"2013-06-13",2013,164,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-25",2013,115,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-01",2013,152,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-07",2013,127,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-09",2013,160,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-04-16",2013,106,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-05",2013,186,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-20",2013,171,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-30",2013,120,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-12",2013,193,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-16",2013,136,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-23",2013,113,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-27",2013,147,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-07-31",2013,212,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-04-09",2013,99,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-10",2013,130,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-03",2013,123,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-05",2013,156,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-05-22",2013,142,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-18",2013,199,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-27",2013,178,88,NA,"RO",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-06-05",2013,156,89,"GT","NL",6,0,0,NA,NA,NA,NA,"incubating?","PP"
"2013-07-31",2013,212,89,"GT","NE",0,0,0,NA,NA,NA,NA,NA,"PP"
"2013-05-03",2013,123,89,"GT","N3",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-06-20",2013,171,89,"GT","NL",0,6,0,NA,"IP","AV",NA,"ready for ringing","PP, MP"
"2013-04-16",2013,106,89,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-04-09",2013,99,89,"GT","RO",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-05-30",2013,150,89,"GT","NL",2,0,0,"WA, CV",NA,NA,NA,NA,"ORJ"
"2013-04-23",2013,113,89,"GT","N1",0,0,0,NA,NA,NA,NA,NA,"PP, MP"
"2013-07-18",2013,199,89,"GT","NE",0,0,0,NA,NA,NA,NA,NA,"PP"
