COUNTRY_NAME,NAME,LATITUDE,LONGITUDE,ELEVATION,YEAR,MONTH,DAY,YDAY,TEMPMIN,TEMPMAX,TEMPMEAN,MXSPD,PRCP
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,22,142,6.1,12.8,9.4,6.2,7.87
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,23,143,2.8,17.2,9.9,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,24,144,7.2,12.8,10.9,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,25,145,7.8,17.2,12.2,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,26,146,3.9,17.8,12.3,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,27,147,7.2,23.9,17.1,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,28,148,10,26.1,19.3,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,29,149,12.2,25,18.9,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,30,150,15,23.9,19.7,7.2,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,5,31,151,16.1,22.8,17.8,4.1,8.89
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,1,152,12.8,22.2,17,4.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,2,153,10,22.8,17.6,3.1,10.92
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,3,154,15,25,20.2,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,4,155,16.1,26.1,21.5,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,5,156,15,26.1,20.8,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,6,157,12.8,25,19.7,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,7,158,13.9,25,20.2,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,8,159,17.2,26.1,19.8,8.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,9,160,16.1,23.9,18.3,2.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,10,161,16.1,27.8,22.2,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,11,162,15,27.2,21.3,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,12,163,15,27.2,19.9,5.1,9.91
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,13,164,12.2,21.1,17.3,4.1,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,14,165,15,22.8,18.7,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,15,166,12.8,18.9,15.3,7.2,6.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,16,167,12.2,13.9,13,8.2,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,17,168,10,17.2,13.5,8.7,21.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,18,169,10,22.2,16.3,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,19,170,10,18.9,15.4,7.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,20,171,8.9,17.8,13.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,21,172,7.8,17.8,13.9,6.2,7.87
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,22,173,10,20,14.2,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,23,174,11.1,22.2,14.7,5.1,2.54
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,24,175,10,18.9,15.9,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,25,176,12.2,21.1,17.4,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,26,177,13.9,22.2,18.3,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,27,178,8.9,28.9,20.9,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,28,179,12.2,20,15.1,8.2,16.26
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,29,180,8.9,18.9,14.2,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,6,30,181,8.9,22.2,16.7,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,1,182,8.9,22.8,17.8,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,2,183,10,26.1,19.7,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,3,184,12.2,27.8,21.3,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,4,185,16.1,22.8,19.6,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,5,186,12.2,21.1,15.4,8.2,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,6,187,7.8,18.9,13.4,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,7,188,7.2,18.9,13.2,8.2,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,8,189,7.8,18.9,13.6,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,9,190,12.2,22.8,17.5,8.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,10,191,12.2,20,14.3,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,11,192,7.8,17.8,12.6,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,12,193,7.8,20,14.8,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,13,194,11.1,25,19.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,14,195,12.8,22.2,18.3,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,15,196,12.8,22.8,16.7,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,16,197,12.2,25,18.2,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,17,198,12.8,18.9,16.1,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,18,199,8.9,18.9,14.6,5.1,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,19,200,8.9,22.2,15.9,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,20,201,12.2,23.9,17.6,3.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,21,202,10,21.1,15.3,2.1,6.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,22,203,12.2,17.2,14.6,4.1,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,23,204,11.1,17.8,16.1,5.1,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,24,205,12.8,18.9,15.7,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,25,206,11.1,20,14.8,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,26,207,11.1,17.8,14.6,7.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,27,208,13.9,21.1,16.9,8.2,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,28,209,12.2,18.9,15.3,7.2,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,29,210,12.8,17.8,15.3,3.1,8.89
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,30,211,11.1,16.1,13.6,4.1,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,7,31,212,13.9,25,19,8.2,7.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,1,213,12.8,17.2,14.3,11.8,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,2,214,12.8,22.8,17.8,8.2,7.87
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,3,215,12.2,22.2,18.1,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,4,216,12.2,18.9,15.3,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,5,217,11.1,20,15.2,5.1,2.29
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,6,218,10,27.2,18.3,4.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,7,219,12.8,18.9,16.2,6.2,22.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,8,220,12.2,20,15.6,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,9,221,12.2,25,18.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,10,222,10,22.8,17.4,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,11,223,13.9,17.8,16.1,8.2,25.91
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,12,224,12.8,22.2,17.3,4.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,13,225,12.8,20,15.7,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,14,226,8.9,18.9,14.4,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,15,227,8.9,20,14.4,7.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,16,228,11.1,17.8,14.1,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,17,229,10,17.8,12.9,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,18,230,7.2,20,12.8,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,19,231,11.1,18.9,15,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,20,232,11.1,16.1,13.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,21,233,12.2,17.8,14.3,9.8,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,22,234,12.8,17.8,15.7,7.2,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,23,235,12.2,17.8,14.1,6.2,7.37
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,24,236,11.1,17.8,13.8,6.2,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,25,237,7.2,17.2,12.4,7.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,26,238,7.8,17.8,12.8,7.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,27,239,7.2,21.1,15.2,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,28,240,11.1,17.8,14.8,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,29,241,11.1,20,15.4,8.2,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,30,242,8.9,18.9,13.8,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,8,31,243,12.2,22.8,17.1,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,1,244,11.1,25,18.3,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,2,245,11.1,26.1,18.9,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,3,246,12.2,26.1,17.7,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,4,247,7.8,18.9,13.7,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,5,248,5,17.2,11.7,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,6,249,8.9,16.1,13,5.1,11.94
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,7,250,12.2,20,15.9,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,8,251,10,12.8,11.4,11.8,19.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,10,253,8.9,15,12.8,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,11,254,7.8,16.1,11.7,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,12,255,11.1,17.2,13.4,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,13,256,8.9,16.1,11.6,7.2,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,14,257,6.1,16.1,11.2,4.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,15,258,12.8,15,13.4,7.2,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,16,259,10,17.8,15.6,4.1,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,17,260,13.9,25,18.6,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,18,261,11.1,25,16.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,19,262,10,17.8,13.1,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,20,263,8.9,15,12,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,21,264,2.8,12.8,9.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,22,265,2.8,13.9,8.9,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,23,266,2.8,17.8,9.2,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,24,267,2.8,17.8,10.6,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,25,268,3.9,18.9,11.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,26,269,8.9,13.9,11.7,5.1,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,27,270,8.9,13.9,11.3,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,28,271,3.9,16.1,8.6,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,29,272,6.1,15,8.2,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,9,30,273,6.1,13.9,9.8,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,2,275,7.8,15,10.3,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,3,276,6.1,16.1,10.4,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,4,277,3.9,17.8,10.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,5,278,5,15,9.5,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,6,279,5,13.9,9.1,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,7,280,6.1,16.1,9.5,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,8,281,6.1,12.8,8.8,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,9,282,5,12.8,9.3,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,10,283,7.8,13.9,9.1,5.1,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,11,284,5,15,9.1,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,12,285,3.9,12.2,8.6,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,13,286,5,13.9,8.6,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,14,287,3.9,12.8,7.9,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,15,288,2.2,12.8,10,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,16,289,2.8,12.8,9.1,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,17,290,7.8,11.1,9.6,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,18,291,7.8,13.9,10.8,11.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,19,292,8.9,15,12,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,20,293,10,12.2,10.6,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,21,294,6.1,11.1,8.1,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,22,295,3.9,12.8,6.3,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,23,296,0,8.9,4.4,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,24,297,2.2,7.8,5.6,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,25,298,7.2,12.8,10,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,26,299,8.9,11.1,9.6,6.2,7.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,27,300,7.2,12.2,9.1,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,28,301,3.9,10,7.1,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,29,302,5,7.8,5.8,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,30,303,5,7.8,7.4,4.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,10,31,304,5,8.9,7.6,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,1,305,7.2,11.1,8.3,8.2,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,2,306,6.1,11.1,7.4,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,3,307,5,8.9,7.4,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,4,308,5,8.9,6.6,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,5,309,3.9,7.8,5.8,3.1,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,6,310,7.2,8.9,7.9,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,7,311,6.1,7.2,6.7,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,8,312,2.2,6.1,4.5,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,9,313,3.9,7.8,5.8,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,10,314,7.2,8.9,7.8,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,11,315,3.9,7.8,6.7,8.2,7.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,12,316,0,2.8,1.4,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,13,317,-2.8,0,-1.2,8.2,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,14,318,-6.1,-1.1,-2.9,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,15,319,-3.9,2.2,-1.5,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,16,320,2.2,3.9,2.8,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,17,321,0,3.9,2.7,8.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,18,322,-2.2,2.2,0,7.2,0.76
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,19,323,-2.2,0,-0.8,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,20,324,-3.9,0,-1.6,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,21,325,-3.9,3.9,2.6,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,22,326,0,6.1,4.4,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,23,327,-1.1,5,2.7,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,24,328,-3.9,0,-1.5,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,25,329,-1.1,2.2,0.4,3.1,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,26,330,0,12.2,1.2,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,27,331,1.1,2.2,2.1,4.1,6.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,28,332,-2.2,2.8,0.9,4.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,29,333,-5,0,-1.7,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,11,30,334,-1.1,3.9,1.2,8.2,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,1,335,2.2,7.8,4.1,9.8,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,2,336,2.2,8.9,4.1,15.9,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,3,337,2.2,5,2.9,13.9,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,4,338,0,2.2,0.7,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,5,339,-1.1,10,4.5,8.2,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,6,340,2.2,11.1,3.9,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,7,341,-1.1,1.1,0,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,8,342,-2.2,0,-1.4,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,9,343,-2.8,1.1,-0.9,7.2,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,10,344,-5,-1.1,-2.4,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,11,345,-2.2,0,-0.7,5.1,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,12,346,-5,0,-3.5,6.2,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,13,347,-10,-3.9,-6.9,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,14,348,-12.2,-7.8,-10.1,11.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,15,349,-12.8,-11.1,-11.8,9.8,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,16,350,-15,-8.9,-12.4,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,17,351,-10,-2.8,-7.1,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,18,352,-7.2,1.1,-2.1,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,19,353,0,2.2,1.2,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,20,354,-3.9,2.2,-0.2,8.2,6.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,21,355,-7.2,2.8,-5.2,9.8,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,22,356,-12.2,-7.8,-10.6,3.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,23,357,-13.9,-7.2,-9.8,5.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,24,358,-16.1,-5,-10.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,25,359,-10,-6.1,-7.8,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,26,360,-17.8,-12.2,-15,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,27,361,-22.8,-12.2,-14.8,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,28,362,-17.2,-12.8,-14.4,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,29,363,-15,-6.1,-8.7,6.2,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,30,364,-7.2,0,-4.1,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1961,12,31,365,-1.1,1.1,0.3,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,1,1,1.1,2.2,1.7,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,2,2,-2.2,2.2,-0.4,11.8,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,3,3,-2.8,1.1,-0.4,7.2,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,4,4,-2.2,1.1,-0.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,5,5,-2.2,2.2,1.1,8.2,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,6,6,-1.1,1.1,-0.1,9.8,2.54
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,7,7,-2.2,1.1,0.1,6.2,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,8,8,-2.8,0,-1.4,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,9,9,0,1.1,0.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,10,10,-6.1,-1.1,-3.7,6.2,150.11
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,11,11,-6.1,6.1,-0.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,12,12,1.1,2.8,2.1,5.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,13,13,1.1,2.8,1.8,8.2,3.56
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,14,14,0,2.2,1.6,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,15,15,0,2.8,1.5,6.2,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,16,16,1.1,2.2,1.7,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,17,17,0,2.2,1.3,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,18,18,0,2.2,1.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,19,19,1.1,2.8,1.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,20,20,0,3.9,2.2,8.2,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,21,21,1.1,3.9,2.6,9.8,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,22,22,0,5,2.7,8.2,74.93
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,23,23,1.1,3.9,2.7,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,24,24,1.1,2.8,2.2,9.8,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,25,25,0,1.1,0.8,4.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,26,26,-2.2,0,-0.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,27,27,-2.8,-1.1,-2.2,4.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,28,28,-6.1,-3.9,-4.8,7.2,12.95
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,29,29,-15,-6.1,-10.9,7.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,30,30,-17.8,-12.2,-15.8,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,1,31,31,-22.2,-13.9,-17.1,3.1,7.87
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,2,1,32,-17.2,-8.9,-13.5,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1962,2,2,33,-12.2,-5,-7.1,6.2,0
